,Immoweb ID,Property type,property sub-type,Price,Post code,Building condition,Kitchen type,Bedrooms,Furnished,Terrace surface,Tenement building,Number of frontages,Swimming pool,How many fireplaces?,Garden,Garden orientation,Garden surface,Terrace,Surface of the plot
4297,9672116,APARTMENT,GROUND_FLOOR,210000.0,1070,Good,Semi equipped,1.0,No,25.0,No,2.0,,,,East,150.0,,
4298,9631244,APARTMENT,GROUND_FLOOR,215000.0,8940,As new,Installed,3.0,No,,No,,,,,,,Yes,
4299,9171551,APARTMENT,GROUND_FLOOR,219000.0,1200,As new,Hyper equipped,1.0,No,8.0,No,,No,,Yes,South East,,,
4300,9487535,APARTMENT,GROUND_FLOOR,219000.0,8900,Good,Hyper equipped,1.0,No,,No,,,,,,,Yes,
4301,9657803,APARTMENT,GROUND_FLOOR,245000.0,1150,Good,Installed,2.0,No,20.0,No,2.0,No,,,,,,
4302,9601451,APARTMENT,GROUND_FLOOR,310000.0,2890,As new,Hyper equipped,2.0,No,,No,,,,Yes,West,,Yes,
4303,9543350,APARTMENT,GROUND_FLOOR,315000.0,8301,Good,,2.0,No,,No,3.0,,,,,,Yes,
4304,9439215,APARTMENT,GROUND_FLOOR,450000.0,2830,Good,Installed,5.0,No,,No,,,,,,,Yes,
4305,9662816,APARTMENT,GROUND_FLOOR,645000.0,1180,As new,USA hyper equipped,3.0,No,14.0,No,3.0,,,,South West,143.0,,
4306,9537420,APARTMENT,GROUND_FLOOR,690000.0,2530,As new,Hyper equipped,2.0,,,No,,,,,,,Yes,
4307,9239263,APARTMENT,GROUND_FLOOR,164000.0,8530,,Hyper equipped,1.0,No,7.0,No,4.0,No,,,,26.0,,
4308,9710235,APARTMENT,GROUND_FLOOR,239000.0,2640,,Installed,2.0,No,,No,2.0,,,,South,70.0,,
4309,9536587,APARTMENT,GROUND_FLOOR,179000.0,1081,,Installed,1.0,No,12.0,No,2.0,,,,South,60.0,,
4310,9667778,APARTMENT,GROUND_FLOOR,199000.0,1030,As new,Hyper equipped,1.0,No,,No,,No,,,,,,
4311,9639372,APARTMENT,GROUND_FLOOR,225000.0,2547,Good,Installed,2.0,No,,No,,,,,,,,
4312,9513642,APARTMENT,GROUND_FLOOR,275000.0,1030,Just renovated,Hyper equipped,2.0,No,,No,2.0,,,,,,,
4313,9545914,APARTMENT,GROUND_FLOOR,275000.0,8500,As new,Hyper equipped,1.0,No,,No,,No,,,,,Yes,
4315,9406685,APARTMENT,GROUND_FLOOR,229000.0,5020,,,2.0,No,,No,2.0,No,,,,,,
4316,9406675,APARTMENT,GROUND_FLOOR,260000.0,5020,,,2.0,No,,No,4.0,No,,,,,,
4317,9406687,APARTMENT,GROUND_FLOOR,279000.0,5020,,,2.0,No,,No,2.0,No,,,,,,
4318,9406653,APARTMENT,GROUND_FLOOR,280000.0,5020,,,2.0,No,,No,4.0,No,,,,,,
4319,9406694,APARTMENT,GROUND_FLOOR,289000.0,5020,,,2.0,No,,No,4.0,No,,,,,,
4320,9712962,APARTMENT,GROUND_FLOOR,219000.0,2100,Good,Installed,2.0,,,No,2.0,,,,,40.0,Yes,
4321,9730023,APARTMENT,GROUND_FLOOR,259000.0,3990,Good,Installed,2.0,No,20.0,No,4.0,,,Yes,East,,,
4322,9593927,APARTMENT,GROUND_FLOOR,168000.0,1081,Good,Semi equipped,1.0,No,8.0,No,2.0,,,,,,,
4323,9673643,APARTMENT,GROUND_FLOOR,185000.0,9700,,Installed,3.0,No,20.0,No,,,,,,,,
4324,9576348,APARTMENT,GROUND_FLOOR,185000.0,9700,,Installed,3.0,No,20.0,No,,,,,,,,
4325,9660258,APARTMENT,GROUND_FLOOR,315000.0,9000,As new,Hyper equipped,2.0,No,,No,,No,,,,,Yes,
4326,9711276,APARTMENT,GROUND_FLOOR,139000.0,4950,Good,Installed,2.0,No,,No,4.0,,,,,,Yes,
4327,9622535,APARTMENT,GROUND_FLOOR,335500.0,1420,As new,USA hyper equipped,2.0,No,28.0,No,2.0,No,,,,,,
4328,9684387,APARTMENT,GROUND_FLOOR,310000.0,8670,Good,Installed,4.0,No,,No,,,,,,,Yes,
4329,9728778,APARTMENT,GROUND_FLOOR,135000.0,8370,Just renovated,Hyper equipped,2.0,Yes,15.0,No,2.0,No,,,,,,
4330,9315419,APARTMENT,GROUND_FLOOR,198000.0,2830,As new,Hyper equipped,1.0,No,14.0,No,,No,,,,,,
4331,9432398,APARTMENT,GROUND_FLOOR,119000.0,6060,Good,Installed,1.0,No,7.0,No,3.0,No,,,,,,
4332,9601016,APARTMENT,GROUND_FLOOR,174000.0,1081,As new,Installed,1.0,No,,No,2.0,No,,,,,,
4333,9500003,APARTMENT,GROUND_FLOOR,176000.0,4020,Good,Semi equipped,3.0,,,No,,,,,,80.0,Yes,
4334,9636617,APARTMENT,GROUND_FLOOR,180000.0,3700,Good,Installed,1.0,,9.0,No,3.0,,,,North East,103.0,,
4335,9674639,APARTMENT,GROUND_FLOOR,193500.0,2100,,,2.0,No,,No,,,,,,,Yes,
4336,9483275,APARTMENT,GROUND_FLOOR,220000.0,1480,As new,Installed,2.0,No,27.0,No,2.0,,,,,,,
4337,9675273,APARTMENT,GROUND_FLOOR,229000.0,3920,Good,Installed,2.0,No,18.0,No,2.0,No,,Yes,West,,,
4338,9661667,APARTMENT,GROUND_FLOOR,238000.0,3980,Good,Hyper equipped,3.0,No,,No,3.0,,,,,,Yes,
4339,9384522,APARTMENT,GROUND_FLOOR,239000.0,8370,As new,Installed,2.0,No,,No,,No,,,,,,
4340,9696860,APARTMENT,GROUND_FLOOR,260000.0,9160,As new,Hyper equipped,1.0,No,24.0,No,2.0,,,,,,,
4341,9322556,APARTMENT,GROUND_FLOOR,265000.0,2140,Good,Installed,2.0,No,60.0,No,3.0,No,,,West,90.0,,
4343,9419587,APARTMENT,GROUND_FLOOR,345000.0,2018,Good,Installed,3.0,No,,No,2.0,,,,,,,
4344,9561392,APARTMENT,GROUND_FLOOR,389000.0,2150,As new,Installed,3.0,No,45.0,No,3.0,No,,,South East,109.0,,
4345,9662165,APARTMENT,GROUND_FLOOR,389000.0,2600,Good,Installed,4.0,No,,No,2.0,,,,South,35.0,,
4346,9636577,APARTMENT,GROUND_FLOOR,394000.0,1850,,USA installed,2.0,No,13.0,No,,,,,,,,
4347,9723825,APARTMENT,GROUND_FLOOR,130000.0,4000,Good,USA installed,2.0,No,,No,1.0,No,,,,,,
4348,9596915,APARTMENT,GROUND_FLOOR,241987.0,3890,,Installed,2.0,No,17.0,No,3.0,,,,,,,
4349,9708762,APARTMENT,GROUND_FLOOR,299000.0,2300,As new,Hyper equipped,2.0,,47.0,No,3.0,,,,,,,
4350,9716331,APARTMENT,GROUND_FLOOR,325000.0,2500,As new,Installed,2.0,,15.0,No,2.0,,,,South,18.0,,
4351,9670008,APARTMENT,GROUND_FLOOR,255000.0,2100,Good,USA installed,2.0,No,,No,2.0,,,,,33.0,Yes,
4352,9725477,APARTMENT,GROUND_FLOOR,231851.0,9170,,,,,,No,,,,,,,,
4353,9320618,APARTMENT,GROUND_FLOOR,180000.0,3320,As new,USA hyper equipped,1.0,,12.0,No,,,,,,,,
4354,9451891,APARTMENT,GROUND_FLOOR,399000.0,1970,As new,USA hyper equipped,2.0,,13.0,No,2.0,,,,,64.0,,
4355,9646759,APARTMENT,GROUND_FLOOR,550000.0,1410,As new,Installed,2.0,,,No,,,,,,,Yes,
4356,9406661,APARTMENT,GROUND_FLOOR,239000.0,5020,,,2.0,No,,No,4.0,No,,,,,,
4357,9370292,APARTMENT,GROUND_FLOOR,261000.0,3920,,,2.0,No,,No,,,,,North,71.0,,
4358,9720476,APARTMENT,GROUND_FLOOR,295000.0,3020,,,,,,No,,,,,,,,
4359,9717466,APARTMENT,GROUND_FLOOR,270000.0,2200,As new,Installed,2.0,No,15.0,No,2.0,No,,,North West,15.0,,
4360,9550911,APARTMENT,GROUND_FLOOR,170000.0,4020,As new,USA installed,1.0,No,,No,3.0,No,,,,82.0,Yes,
4361,9701707,APARTMENT,GROUND_FLOOR,195000.0,9100,Good,Installed,1.0,No,13.0,No,2.0,No,,,South West,41.0,,
4362,9648148,APARTMENT,GROUND_FLOOR,199000.0,2070,Good,Installed,2.0,No,,No,2.0,,,,,60.0,,
4363,9678257,APARTMENT,GROUND_FLOOR,229000.0,3530,As new,Semi equipped,2.0,No,9.0,No,3.0,No,,,South West,300.0,,
4364,9647350,APARTMENT,GROUND_FLOOR,229000.0,9550,As new,USA hyper equipped,2.0,No,10.0,No,3.0,,,,,,,
4365,9689269,APARTMENT,GROUND_FLOOR,249000.0,2070,Good,Hyper equipped,2.0,No,,No,2.0,,,,,,,
4366,9611079,APARTMENT,GROUND_FLOOR,250000.0,2600,Good,,2.0,,,No,2.0,,,,,60.0,,
4367,9686332,APARTMENT,GROUND_FLOOR,259000.0,1180,Good,Installed,2.0,No,30.0,No,2.0,No,,,,30.0,,
4368,9538647,APARTMENT,GROUND_FLOOR,280000.0,1030,Good,USA hyper equipped,2.0,No,10.0,No,2.0,No,,,,60.0,,
4369,9684522,APARTMENT,GROUND_FLOOR,285000.0,1180,Good,,2.0,No,12.0,No,2.0,No,,,,40.0,,
4370,9657691,APARTMENT,GROUND_FLOOR,298000.0,8000,Good,Installed,3.0,No,,No,3.0,,,,,500.0,Yes,
4371,9626981,APARTMENT,GROUND_FLOOR,324000.0,2322,As new,Installed,2.0,No,21.0,No,3.0,No,,,,,,
4372,9658138,APARTMENT,GROUND_FLOOR,335000.0,2950,Good,Installed,2.0,No,,No,4.0,No,,,,,Yes,
4373,9524762,APARTMENT,GROUND_FLOOR,345000.0,8420,As new,Hyper equipped,2.0,No,6.0,No,2.0,No,,,,,,
4374,9356364,APARTMENT,GROUND_FLOOR,349000.0,8420,Good,Installed,3.0,Yes,,No,2.0,No,,,,,,
4375,8460225,APARTMENT,GROUND_FLOOR,397926.0,1970,As new,Hyper equipped,2.0,,36.0,No,,,,,,,,
4376,9582861,APARTMENT,GROUND_FLOOR,445000.0,2600,Good,,3.0,,66.0,No,2.0,,,,,,,
4377,9658436,APARTMENT,GROUND_FLOOR,542913.0,2550,As new,Hyper equipped,3.0,No,21.0,No,,No,,,,,,
4378,9658433,APARTMENT,GROUND_FLOOR,738150.0,2550,As new,Hyper equipped,3.0,No,73.0,No,,No,,,,,,
4379,9630909,APARTMENT,GROUND_FLOOR,948000.0,2018,As new,Hyper equipped,3.0,,75.0,No,,,1.0,,,,,
4380,9719491,APARTMENT,GROUND_FLOOR,221250.0,3590,,,,,,No,,,,,,,,
4381,9719524,APARTMENT,GROUND_FLOOR,273500.0,8530,,,,,,No,,,,,,,,
4382,9680963,APARTMENT,GROUND_FLOOR,201257.0,8791,Good,,2.0,No,,No,2.0,,,,,,Yes,
4383,9647453,APARTMENT,GROUND_FLOOR,254000.0,9190,,Installed,2.0,No,,No,4.0,,,,,44.0,,
4384,9622534,APARTMENT,GROUND_FLOOR,389000.0,1420,As new,USA hyper equipped,2.0,,25.0,No,4.0,No,,,,112.0,,
4385,8855403,APARTMENT,GROUND_FLOOR,450000.0,8300,As new,Installed,1.0,,,No,3.0,,,,,,Yes,
4386,9725248,APARTMENT,GROUND_FLOOR,219900.0,3930,,Installed,3.0,No,,No,,,,,,,Yes,
4387,9505535,APARTMENT,GROUND_FLOOR,145000.0,3910,Good,Installed,1.0,No,,No,2.0,,,,,,Yes,
4388,9439801,APARTMENT,GROUND_FLOOR,178000.0,4000,As new,Installed,2.0,No,20.0,No,4.0,,,,,170.0,,
4389,9682152,APARTMENT,GROUND_FLOOR,185000.0,1082,As new,Installed,1.0,,3.0,No,2.0,,,,,,,
4390,9637308,APARTMENT,GROUND_FLOOR,199000.0,1702,To renovate,Semi equipped,2.0,,,No,2.0,,,,,65.0,,
4391,9505929,APARTMENT,GROUND_FLOOR,234900.0,1120,,Installed,2.0,No,13.0,No,,,,,,,,
4392,9296390,APARTMENT,GROUND_FLOOR,259900.0,1120,,Installed,2.0,No,8.0,No,,,,,,17.0,,
4393,9251391,APARTMENT,GROUND_FLOOR,259900.0,1120,,Installed,2.0,No,10.0,No,,,,,,17.0,,
4394,9251400,APARTMENT,GROUND_FLOOR,274900.0,1120,,Installed,2.0,No,5.0,No,,,,,,18.0,,
4395,9251398,APARTMENT,GROUND_FLOOR,274900.0,1120,,Installed,2.0,No,5.0,No,,,,,,28.0,,
4396,9251394,APARTMENT,GROUND_FLOOR,274900.0,1120,,Installed,2.0,No,5.0,No,,,,,,18.0,,
4397,9690582,APARTMENT,GROUND_FLOOR,280000.0,3500,,Installed,2.0,No,,No,,,,,,,,
4398,9622368,APARTMENT,GROUND_FLOOR,280000.0,3511,Good,Hyper equipped,2.0,,49.0,No,2.0,,,,,,,
4399,9251395,APARTMENT,GROUND_FLOOR,349900.0,1120,,Installed,3.0,No,7.0,No,,,,,,27.0,,
4400,9367606,APARTMENT,GROUND_FLOOR,210357.0,3945,,Installed,2.0,No,15.0,No,4.0,,,,North West,46.0,,
4401,9370294,APARTMENT,GROUND_FLOOR,273000.0,3920,,,2.0,No,,No,,,,,North,93.0,,
4402,9633148,APARTMENT,GROUND_FLOOR,285000.0,1340,,Not installed,1.0,No,29.0,No,3.0,,,,,,,
4403,9509954,APARTMENT,GROUND_FLOOR,285000.0,1348,,Not installed,1.0,No,29.0,No,3.0,,,,,,,
4404,9633883,APARTMENT,GROUND_FLOOR,351333.0,3600,As new,Installed,2.0,No,19.0,No,3.0,No,,,South East,123.0,,
4405,9623249,APARTMENT,GROUND_FLOOR,352900.0,8710,,Hyper equipped,2.0,No,20.0,No,2.0,No,,,,,,
4406,9633149,APARTMENT,GROUND_FLOOR,370000.0,1340,,Installed,2.0,No,36.0,No,2.0,,,,West,122.0,,
4407,9509953,APARTMENT,GROUND_FLOOR,370000.0,1348,,Installed,2.0,No,36.0,No,2.0,,,,West,122.0,,
4408,9633882,APARTMENT,GROUND_FLOOR,409891.0,3600,As new,Installed,3.0,No,38.0,No,2.0,No,,,South East,284.0,,
4409,9501642,APARTMENT,GROUND_FLOOR,660000.0,1348,,Not installed,3.0,No,27.0,No,4.0,,,,West,264.0,,
4410,9726658,APARTMENT,GROUND_FLOOR,260000.0,9500,As new,USA installed,2.0,No,1.0,No,,No,,,,1.0,,
4411,9717200,APARTMENT,GROUND_FLOOR,330000.0,9000,As new,Installed,2.0,No,6.0,No,2.0,No,,,,,,
4412,9628594,APARTMENT,GROUND_FLOOR,169000.0,2660,To be done up,,2.0,No,,No,2.0,No,,,,,Yes,
4413,9692872,APARTMENT,GROUND_FLOOR,178000.0,2140,As new,,1.0,No,8.0,No,2.0,No,,,,,,
4414,9643085,APARTMENT,GROUND_FLOOR,179000.0,1081,Good,Installed,1.0,No,,No,2.0,,,,,,,
4415,9606261,APARTMENT,GROUND_FLOOR,199000.0,1430,As new,Hyper equipped,2.0,No,10.0,No,,No,,,,1.0,,
4416,9685604,APARTMENT,GROUND_FLOOR,199000.0,9140,Good,,3.0,No,,No,2.0,No,,,,,,
4418,9669639,APARTMENT,GROUND_FLOOR,239950.0,3740,,,3.0,No,,No,,,,,,,,
4419,9610159,APARTMENT,GROUND_FLOOR,260000.0,2310,Good,Hyper equipped,2.0,No,,No,2.0,No,,,,,Yes,
4420,9646629,APARTMENT,GROUND_FLOOR,274000.0,8370,Just renovated,,3.0,No,,No,4.0,No,,,,,,
4421,9697240,APARTMENT,GROUND_FLOOR,298000.0,2160,Good,Installed,2.0,No,,No,2.0,,,Yes,East,,Yes,
4422,9459309,APARTMENT,GROUND_FLOOR,348000.0,2382,Good,,3.0,No,,No,3.0,No,,,,,,
4423,9358032,APARTMENT,GROUND_FLOOR,469000.0,2020,Good,,4.0,No,,No,2.0,No,,,,,,
4424,9711494,APARTMENT,GROUND_FLOOR,174000.0,2460,To be done up,,2.0,No,,No,3.0,,,,,,,
4425,9407033,APARTMENT,GROUND_FLOOR,210945.0,3980,,Installed,2.0,No,9.0,No,,,,,,,,
4426,9409564,APARTMENT,GROUND_FLOOR,215845.0,3980,,Installed,2.0,No,9.0,No,,,,,,,,
4427,9407034,APARTMENT,GROUND_FLOOR,218479.0,3980,,Installed,2.0,No,9.0,No,,,,,,,,
4428,9407032,APARTMENT,GROUND_FLOOR,239610.0,3980,,Installed,2.0,No,9.0,No,,,,,,,,
4429,9407042,APARTMENT,GROUND_FLOOR,241362.0,3980,,Installed,3.0,No,9.0,No,,,,,,,,
4430,9409563,APARTMENT,GROUND_FLOOR,243285.0,3980,,Installed,2.0,No,9.0,No,,,,,,,,
4431,9409576,APARTMENT,GROUND_FLOOR,250672.0,3980,,Installed,2.0,No,12.0,No,,,,,,,,
4432,9409574,APARTMENT,GROUND_FLOOR,251376.0,3980,,Installed,2.0,No,9.0,No,,,,,,,,
4433,9407044,APARTMENT,GROUND_FLOOR,252883.0,3980,,Installed,2.0,No,13.0,No,,,,,,,,
4434,9409575,APARTMENT,GROUND_FLOOR,258353.0,3980,,Installed,2.0,No,11.0,No,,,,,,,,
4435,9706150,APARTMENT,GROUND_FLOOR,259000.0,8370,Good,Installed,2.0,No,30.0,No,2.0,No,,,,,,
4436,9659092,APARTMENT,GROUND_FLOOR,110000.0,5000,Good,Installed,1.0,No,,No,2.0,No,,,,,,
4437,9266280,APARTMENT,GROUND_FLOOR,139000.0,8370,As new,Installed,2.0,No,,No,,No,,,,,Yes,
4438,9575395,APARTMENT,GROUND_FLOOR,140000.0,1140,To renovate,Semi equipped,1.0,No,10.0,No,2.0,No,,,,,,
4439,9017552,APARTMENT,GROUND_FLOOR,199000.0,1030,As new,Installed,1.0,No,,No,,,,,,,,
4440,9320521,APARTMENT,GROUND_FLOOR,199000.0,5350,As new,USA installed,2.0,No,,No,3.0,,,,,,Yes,
4441,9564468,APARTMENT,GROUND_FLOOR,199500.0,3530,Good,Installed,3.0,No,,No,4.0,,,Yes,North West,,,
4442,9621743,APARTMENT,GROUND_FLOOR,225000.0,2440,,Installed,3.0,No,,No,3.0,No,,,South West,73.0,,
4443,9598722,APARTMENT,GROUND_FLOOR,235000.0,2370,As new,Hyper equipped,2.0,No,35.0,No,2.0,,,,,100.0,,
4444,9622262,APARTMENT,GROUND_FLOOR,240000.0,3800,To be done up,,2.0,,,No,,No,,,,,,
4445,9680799,APARTMENT,GROUND_FLOOR,254000.0,2600,As new,USA hyper equipped,2.0,,,No,2.0,,,,,70.0,Yes,
4446,9648479,APARTMENT,GROUND_FLOOR,280000.0,2340,To be done up,,3.0,,,No,3.0,,,Yes,West,,,
4447,9636149,APARTMENT,GROUND_FLOOR,299000.0,2000,,Hyper equipped,2.0,,,No,,,,,,,,
4448,9557723,APARTMENT,GROUND_FLOOR,519000.0,2950,To be done up,Hyper equipped,3.0,No,,No,2.0,No,,,,,Yes,
4449,9707434,APARTMENT,GROUND_FLOOR,170000.0,2610,To renovate,,2.0,No,,No,3.0,No,,,,,,
4450,9707263,APARTMENT,GROUND_FLOOR,225000.0,1081,,USA installed,1.0,No,,No,2.0,,,,,,,
4451,9706965,APARTMENT,GROUND_FLOOR,415000.0,5101,,Hyper equipped,3.0,No,,No,,,,,,,Yes,
4452,9409585,APARTMENT,GROUND_FLOOR,215600.0,3945,,Installed,2.0,No,18.0,No,4.0,,,,North West,53.0,,
4453,9687178,APARTMENT,GROUND_FLOOR,309959.0,9300,,,2.0,No,44.0,No,,,,Yes,North,,,
4454,9687179,APARTMENT,GROUND_FLOOR,319318.0,9300,,,2.0,No,51.0,No,,,,Yes,North,,,
4455,9633881,APARTMENT,GROUND_FLOOR,345338.0,3600,As new,Installed,2.0,No,17.0,No,3.0,No,,,,,,
4456,9713862,APARTMENT,GROUND_FLOOR,119000.0,6060,Good,Semi equipped,1.0,No,,No,,,,,,,,
4457,9699406,APARTMENT,GROUND_FLOOR,165000.0,1480,As new,Installed,1.0,No,,No,3.0,No,,,,,,
4458,6690520,APARTMENT,GROUND_FLOOR,199000.0,8760,As new,Hyper equipped,1.0,No,,No,,No,,,,23.0,,
4459,9670665,APARTMENT,GROUND_FLOOR,215000.0,2200,Good,,3.0,No,10.0,No,3.0,No,,,,,,
4460,9601682,APARTMENT,GROUND_FLOOR,235000.0,2020,Good,,2.0,No,,No,3.0,No,,,,,,
4461,9644574,APARTMENT,GROUND_FLOOR,245000.0,2250,Good,,2.0,No,,No,2.0,No,,,,,,
4462,9601687,APARTMENT,GROUND_FLOOR,250000.0,2020,Good,,2.0,No,,No,3.0,No,,,,,,
4463,9575176,APARTMENT,GROUND_FLOOR,319000.0,3000,As new,Installed,1.0,No,,No,2.0,No,,Yes,South,,,
4464,9219741,APARTMENT,GROUND_FLOOR,7500.0,9300,,,,,,No,,,,,,,,
4465,9161246,APARTMENT,GROUND_FLOOR,144000.0,7334,,,,,,No,,,,,,,,
4466,8510689,APARTMENT,GROUND_FLOOR,145600.0,4600,,,,,,No,,,,,,,,
4467,9464981,APARTMENT,GROUND_FLOOR,165000.0,2390,,,,,,No,,,,,,,,
4468,9670737,APARTMENT,GROUND_FLOOR,169000.0,9600,,,,,,No,,,,,,,,
4469,9670303,APARTMENT,GROUND_FLOOR,170000.0,7911,,,,,,No,,,,,,,,
4470,9611677,APARTMENT,GROUND_FLOOR,178305.0,8000,,,,,,No,,,,,,,,
4471,9286868,APARTMENT,GROUND_FLOOR,180000.0,6810,,,,,,No,,,,,,,,
4472,9645748,APARTMENT,GROUND_FLOOR,181000.0,9570,,,,,,No,,,,,,,,
4473,9539544,APARTMENT,GROUND_FLOOR,185000.0,6180,,,,,,No,,,,,,,,
4474,9655409,APARTMENT,GROUND_FLOOR,190000.0,3550,,,,,,No,,,,,,,,
4475,9092645,APARTMENT,GROUND_FLOOR,254930.0,3130,,,,,,No,,,,,,,,
4476,9690168,APARTMENT,GROUND_FLOOR,199900.0,2560,,,,,,No,,,,,,,,
4477,9592279,APARTMENT,GROUND_FLOOR,205000.0,6990,,,,,,No,,,,,,,,
4478,9538468,APARTMENT,GROUND_FLOOR,208200.0,3600,,,,,,No,,,,,,,,
4479,8921281,APARTMENT,GROUND_FLOOR,215000.0,1082,,,,,,No,,,,,,,,
4480,9659395,APARTMENT,GROUND_FLOOR,225000.0,3580,,,,,,No,,,,,,,,
4481,9640301,APARTMENT,GROUND_FLOOR,225000.0,9230,,,,,,No,,,,,,,,
4482,9659396,APARTMENT,GROUND_FLOOR,229000.0,3690,,,,,,No,,,,,,,,
4483,9628285,APARTMENT,GROUND_FLOOR,229000.0,4624,,,,,,No,,,,,,,,
4484,9354563,APARTMENT,GROUND_FLOOR,231400.0,9170,,,,,,No,,,,,,,,
4485,9425835,APARTMENT,GROUND_FLOOR,236058.0,3040,,,,,,No,,,,,,,,
4486,8406627,APARTMENT,GROUND_FLOOR,236500.0,3111,,,,,,No,,,,,,,,
4487,9125621,APARTMENT,GROUND_FLOOR,239000.0,8400,,,,,,No,,,,,,,,
4488,9619455,APARTMENT,GROUND_FLOOR,239000.0,9280,,,,,,No,,,,,,,,
4489,9447308,APARTMENT,GROUND_FLOOR,241700.0,2381,,,,,,No,,,,,,,,
4490,9622853,APARTMENT,GROUND_FLOOR,245000.0,4287,,,,,,No,,,,,,,,
4491,9619086,APARTMENT,GROUND_FLOOR,245000.0,4287,,,,,,No,,,,,,,,
4492,9425898,APARTMENT,GROUND_FLOOR,245000.0,5170,,,,,,No,,,,,,,,
4493,9553611,APARTMENT,GROUND_FLOOR,254797.0,9000,,,,,,No,,,,,,,,
4494,9697420,APARTMENT,GROUND_FLOOR,260000.0,9300,,,,,,No,,,,,,,,
4495,9125410,APARTMENT,GROUND_FLOOR,261000.0,2240,,,,,,No,,,,,,,,
4496,9364809,APARTMENT,GROUND_FLOOR,262040.0,3870,,,,,,No,,,,,,,,
4497,8043756,APARTMENT,GROUND_FLOOR,265000.0,2230,,,,,,No,,,,,,,,
4498,9052142,APARTMENT,GROUND_FLOOR,265000.0,9420,,,,,,No,,,,,,,,
4499,9651291,APARTMENT,GROUND_FLOOR,271050.0,9170,,,,,,No,,,,,,,,
4500,7843834,APARTMENT,GROUND_FLOOR,279050.0,2221,,,,,,Yes,,,,,,,,
4501,9575413,APARTMENT,GROUND_FLOOR,286000.0,2500,,,,,,No,,,,,,,,
4502,9616130,APARTMENT,GROUND_FLOOR,290000.0,1930,,,,,,No,,,,,,,,
4503,8984407,APARTMENT,GROUND_FLOOR,294900.0,1430,,,,,,No,,,,,,,,
4504,9501942,APARTMENT,GROUND_FLOOR,299000.0,2243,,,,,,No,,,,,,,,
4505,7506723,APARTMENT,GROUND_FLOOR,305750.0,3840,,,,,,No,,,,,,,,
4506,8874191,APARTMENT,GROUND_FLOOR,322700.0,2160,,,,,,Yes,,,,,,,,
4507,9353816,APARTMENT,GROUND_FLOOR,350500.0,1970,,,,,,No,,,,,,,,
4508,9353795,APARTMENT,GROUND_FLOOR,350600.0,1970,,,,,,No,,,,,,,,
4509,9352240,APARTMENT,GROUND_FLOOR,399000.0,1970,,,,,,No,,,,,,,,
4510,9096912,APARTMENT,GROUND_FLOOR,239000.0,7100,As new,,2.0,No,180.0,No,4.0,No,,,,180.0,,
4511,9448574,APARTMENT,GROUND_FLOOR,244000.0,2380,As new,Installed,2.0,No,,No,4.0,No,,,,,,
4512,8782292,APARTMENT,GROUND_FLOOR,255000.0,9900,As new,Hyper equipped,1.0,No,11.0,No,,No,,,,41.0,,
4513,9723562,APARTMENT,GROUND_FLOOR,429200.0,9120,,Hyper equipped,3.0,,35.0,No,4.0,No,,,,,,
4514,9713681,APARTMENT,GROUND_FLOOR,249000.0,2260,,,2.0,No,,No,2.0,No,,,,,,
4515,9673407,APARTMENT,GROUND_FLOOR,105000.0,8400,As new,,,No,,No,1.0,No,,,,,,
4516,9690833,APARTMENT,GROUND_FLOOR,125000.0,1080,To renovate,,1.0,No,,No,,,,,,,,
4517,9670081,APARTMENT,GROUND_FLOOR,140000.0,6140,,Installed,2.0,No,,No,2.0,,,,,,Yes,
4518,9560762,APARTMENT,GROUND_FLOOR,169000.0,8790,Good,,2.0,No,,No,2.0,No,,,,,,
4519,9662643,APARTMENT,GROUND_FLOOR,219000.0,2880,Good,Installed,1.0,No,,No,2.0,No,,,,400.0,,
4520,9656485,APARTMENT,GROUND_FLOOR,230000.0,1853,As new,USA semi equipped,1.0,No,,No,3.0,No,,,,,,
4521,9691718,APARTMENT,GROUND_FLOOR,248500.0,2640,As new,USA hyper equipped,2.0,No,2.0,No,,,,,,,,
4522,9695646,APARTMENT,GROUND_FLOOR,299000.0,1083,To renovate,,2.0,No,,No,3.0,,,,,160.0,,
4523,9661675,APARTMENT,GROUND_FLOOR,299000.0,2440,,,3.0,No,,No,2.0,,,,,,Yes,
4524,9659394,APARTMENT,GROUND_FLOOR,299000.0,2900,,Installed,2.0,,12.0,No,,No,,,South West,40.0,,
4525,9468720,APARTMENT,GROUND_FLOOR,315000.0,2840,Good,Semi equipped,2.0,No,,No,,No,,,North,306.0,,
4526,9661520,APARTMENT,GROUND_FLOOR,339800.0,2640,As new,Installed,2.0,No,15.0,No,2.0,,,,,,,
4527,9409584,APARTMENT,GROUND_FLOOR,212905.0,3945,,Installed,2.0,No,47.0,No,4.0,,,,North West,70.0,,
4528,9652442,APARTMENT,GROUND_FLOOR,217728.0,8792,,,2.0,No,15.0,No,2.0,,,,,88.0,,
4529,9680942,APARTMENT,GROUND_FLOOR,220255.0,8791,Good,,1.0,No,,No,2.0,,,,,,Yes,
4530,9651739,APARTMENT,GROUND_FLOOR,221265.0,8792,,,2.0,No,15.0,No,2.0,,,,,91.0,,
4531,9651740,APARTMENT,GROUND_FLOOR,229932.0,8792,,,2.0,No,15.0,No,2.0,,,,,96.0,,
4532,9651738,APARTMENT,GROUND_FLOOR,231147.0,8792,,,2.0,No,15.0,No,2.0,,,,,91.0,,
