,Immoweb ID,Property type,property sub-type,Price,Post code,Building condition,Kitchen type,Bedrooms,Furnished,Terrace surface,Tenement building,Number of frontages,Swimming pool,How many fireplaces?,Garden,Garden orientation,Garden surface,Terrace,Surface of the plot
257,9669619,APARTMENT,PENTHOUSE,299000.0,1420,As new,Installed,2.0,No,9.0,No,2.0,,1.0,,,,,
258,9687053,APARTMENT,PENTHOUSE,325000.0,2580,As new,Installed,2.0,No,18.0,No,,,,,,,,
259,9548219,APARTMENT,PENTHOUSE,345000.0,1040,As new,Hyper equipped,1.0,No,,No,3.0,No,,,,,Yes,
260,9477228,APARTMENT,PENTHOUSE,350000.0,2000,As new,Hyper equipped,2.0,No,,No,,,,,,,Yes,
261,9446531,APARTMENT,PENTHOUSE,365000.0,2980,As new,Hyper equipped,3.0,No,23.0,No,,No,,,,,,
262,9679738,APARTMENT,PENTHOUSE,385000.0,8670,As new,Hyper equipped,1.0,No,,No,,No,,,,,Yes,
263,9615249,APARTMENT,PENTHOUSE,409000.0,1070,As new,USA hyper equipped,3.0,No,20.0,No,3.0,No,,,,,,
264,9445883,APARTMENT,PENTHOUSE,425000.0,1030,As new,Hyper equipped,2.0,No,32.0,No,2.0,No,,,,,,
265,9690523,APARTMENT,PENTHOUSE,399000.0,1200,As new,USA hyper equipped,2.0,No,66.0,No,3.0,No,,,,,,
266,9689956,APARTMENT,PENTHOUSE,450000.0,1000,Good,USA hyper equipped,2.0,No,25.0,No,,No,,,,,,
268,9639333,APARTMENT,PENTHOUSE,465000.0,1150,As new,USA hyper equipped,3.0,No,8.0,No,2.0,No,,,,,,
269,9590362,APARTMENT,PENTHOUSE,465000.0,8620,As new,Hyper equipped,2.0,No,100.0,No,,No,,,,,,
270,9488403,APARTMENT,PENTHOUSE,480000.0,1180,To renovate,Installed,2.0,No,25.0,No,2.0,No,,,,,,
271,9589550,APARTMENT,PENTHOUSE,495000.0,1050,As new,Hyper equipped,2.0,No,2.0,No,2.0,No,,,,,,
272,9577773,APARTMENT,PENTHOUSE,495000.0,1332,As new,USA hyper equipped,3.0,No,,No,4.0,No,,,,,Yes,
273,9595694,APARTMENT,PENTHOUSE,510000.0,8800,As new,Hyper equipped,3.0,No,42.0,No,,No,,,,,,
274,9568267,APARTMENT,PENTHOUSE,560000.0,1180,Good,Installed,4.0,No,40.0,No,,No,,,,,,
275,9602362,APARTMENT,PENTHOUSE,599000.0,8434,As new,Hyper equipped,1.0,Yes,,No,,No,,,,,Yes,
276,9643341,APARTMENT,PENTHOUSE,850000.0,1040,Just renovated,Hyper equipped,3.0,No,25.0,No,2.0,No,,,,,,
277,9026252,APARTMENT,PENTHOUSE,850000.0,4000,As new,Installed,3.0,No,180.0,No,2.0,No,,,,,,
278,9516410,APARTMENT,PENTHOUSE,1390000.0,1150,Just renovated,USA hyper equipped,3.0,No,100.0,No,,No,,,,,,
279,9708547,APARTMENT,PENTHOUSE,695000.0,1200,As new,,3.0,No,42.0,No,,No,,,,,,
280,9711387,APARTMENT,PENTHOUSE,299000.0,1140,As new,USA hyper equipped,2.0,No,,No,4.0,No,,,,,,
281,9723507,APARTMENT,PENTHOUSE,572150.0,1410,As new,USA hyper equipped,3.0,,98.0,No,,,,,,,,
282,9686036,APARTMENT,PENTHOUSE,445000.0,8000,As new,Installed,4.0,No,8.0,No,2.0,No,,,,,,
283,9708559,APARTMENT,PENTHOUSE,1450000.0,1180,As new,Hyper equipped,2.0,No,60.0,No,,No,,,,,,
284,9728422,APARTMENT,PENTHOUSE,420000.0,1180,Good,Hyper equipped,2.0,No,12.0,No,2.0,No,,,,,,
285,9727337,APARTMENT,PENTHOUSE,1249000.0,1050,,USA semi equipped,4.0,No,73.0,No,3.0,No,,,,,,
286,9685907,APARTMENT,PENTHOUSE,322000.0,9160,,Hyper equipped,3.0,No,,No,2.0,,,,,,Yes,
287,9542067,APARTMENT,PENTHOUSE,419000.0,2460,,Hyper equipped,3.0,No,43.0,No,2.0,,,Yes,North,,,
288,9450759,APARTMENT,PENTHOUSE,649000.0,1850,,USA hyper equipped,4.0,No,87.0,No,,,,,,,,
289,9727328,APARTMENT,PENTHOUSE,430000.0,1050,,,,,,No,,,,,,,,
290,9692455,APARTMENT,PENTHOUSE,240000.0,7090,As new,,3.0,No,13.0,No,,,,,,,,
291,9692459,APARTMENT,PENTHOUSE,249000.0,8450,Good,Semi equipped,1.0,No,,No,,,,,,,Yes,
292,9172507,APARTMENT,PENTHOUSE,310000.0,1070,As new,Hyper equipped,2.0,No,13.0,No,2.0,No,,,,,,
293,9480532,APARTMENT,PENTHOUSE,349000.0,6000,Just renovated,Not installed,3.0,No,42.0,No,,,,,,,,
294,9698717,APARTMENT,PENTHOUSE,425000.0,1180,As new,USA hyper equipped,2.0,No,10.0,No,4.0,No,,,,,,
295,9338515,APARTMENT,PENTHOUSE,440000.0,1160,Good,Hyper equipped,2.0,Yes,,No,3.0,No,,,,,Yes,
296,9681709,APARTMENT,PENTHOUSE,475000.0,1200,Good,Hyper equipped,2.0,No,28.0,No,2.0,No,,,,,,
297,9636965,APARTMENT,PENTHOUSE,495000.0,1200,As new,USA hyper equipped,2.0,No,80.0,No,,No,,,,,,
298,9700331,APARTMENT,PENTHOUSE,650000.0,1180,As new,USA hyper equipped,2.0,No,24.0,No,4.0,No,,,,,,
299,9506018,APARTMENT,PENTHOUSE,755000.0,1190,As new,Hyper equipped,3.0,No,,No,2.0,No,,,,,Yes,
300,9622834,APARTMENT,PENTHOUSE,800000.0,1050,To renovate,Installed,4.0,No,40.0,No,2.0,No,,,,,,
301,9665652,APARTMENT,PENTHOUSE,950000.0,1150,As new,Hyper equipped,3.0,No,80.0,No,3.0,No,,,,,,
302,9678467,APARTMENT,PENTHOUSE,1250000.0,1180,Good,Hyper equipped,3.0,No,85.0,No,3.0,Yes,,,,,,
303,9563965,APARTMENT,PENTHOUSE,1390000.0,1150,As new,Hyper equipped,3.0,,110.0,No,2.0,,,,,,,
304,9474367,APARTMENT,PENTHOUSE,265000.0,2370,,Installed,2.0,No,25.0,No,4.0,,,,,,,
305,9599194,APARTMENT,PENTHOUSE,2150000.0,1180,As new,USA hyper equipped,3.0,No,100.0,No,4.0,No,,,,,,
306,9728078,APARTMENT,PENTHOUSE,367709.0,9820,,,2.0,No,38.0,No,,,,,,,,
307,9306716,APARTMENT,PENTHOUSE,695000.0,8310,Good,Installed,2.0,No,15.0,No,2.0,,,,,,,
308,9383828,APARTMENT,PENTHOUSE,1200000.0,1050,Good,Hyper equipped,3.0,No,32.0,No,2.0,No,,,,,,
309,9522680,APARTMENT,PENTHOUSE,2985000.0,1180,Good,Installed,5.0,,100.0,No,4.0,,,,,,,
310,9708585,APARTMENT,PENTHOUSE,799000.0,1050,As new,Installed,3.0,,20.0,No,,,,,,,,
311,9724256,APARTMENT,PENTHOUSE,345000.0,1420,As new,USA hyper equipped,3.0,No,8.0,No,2.0,,,,,,,
312,9564727,APARTMENT,PENTHOUSE,579000.0,9000,,,3.0,No,99.0,No,,No,,Yes,South West,,,
313,9677750,APARTMENT,PENTHOUSE,690000.0,1348,,,3.0,No,45.0,No,4.0,,,,,,,
314,9677690,APARTMENT,PENTHOUSE,695000.0,1348,,,3.0,No,45.0,No,4.0,,,,,,,
315,9688535,APARTMENT,PENTHOUSE,1700000.0,1050,As new,USA hyper equipped,3.0,No,59.0,No,,No,,,,,,
316,9487216,APARTMENT,PENTHOUSE,1750000.0,1050,As new,Hyper equipped,2.0,No,70.0,No,4.0,No,,,,,,
317,9696737,APARTMENT,PENTHOUSE,1900000.0,1050,As new,USA hyper equipped,3.0,No,59.0,No,,No,,,,,,
318,9688534,APARTMENT,PENTHOUSE,1900000.0,1060,As new,USA hyper equipped,3.0,No,59.0,No,,No,,,,,,
319,9693650,APARTMENT,PENTHOUSE,1990000.0,1180,As new,Hyper equipped,3.0,No,169.0,No,3.0,No,,,,,,
320,9723575,APARTMENT,PENTHOUSE,369000.0,9032,As new,Installed,2.0,No,29.0,No,,No,,,,,,
321,9673138,APARTMENT,PENTHOUSE,319000.0,2160,,Hyper equipped,2.0,No,43.0,No,2.0,,,,,,,
322,8608503,APARTMENT,PENTHOUSE,329000.0,8800,As new,Installed,3.0,No,96.0,No,2.0,No,,,,,,
323,9498646,APARTMENT,PENTHOUSE,799000.0,2000,Good,Installed,2.0,No,,No,,No,,,,,Yes,
324,9708545,APARTMENT,PENTHOUSE,555000.0,1180,As new,Hyper equipped,2.0,No,75.0,No,4.0,No,,,,,,
325,9695685,APARTMENT,PENTHOUSE,370000.0,1090,Good,Hyper equipped,3.0,No,11.0,No,,No,,,,,,
327,9727111,APARTMENT,PENTHOUSE,498000.0,3740,As new,,3.0,,20.0,No,,No,,,,,,
328,9614801,APARTMENT,PENTHOUSE,677000.0,1200,As new,USA hyper equipped,3.0,No,16.0,No,2.0,No,,,,,,
329,9609196,APARTMENT,PENTHOUSE,229000.0,9230,As new,USA hyper equipped,2.0,,,No,2.0,,,,,,,
330,9553646,APARTMENT,PENTHOUSE,235000.0,4102,As new,Installed,2.0,No,43.0,No,2.0,Yes,,,,,,
331,9195348,APARTMENT,PENTHOUSE,250000.0,1180,Good,USA installed,3.0,Yes,7.0,No,2.0,No,,,,,,
332,9691359,APARTMENT,PENTHOUSE,295000.0,8400,As new,Hyper equipped,1.0,No,,No,2.0,No,,,,,,
333,9665394,APARTMENT,PENTHOUSE,319000.0,1180,Good,Installed,1.0,,46.0,No,,,,,,,,
334,9675048,APARTMENT,PENTHOUSE,385000.0,1050,As new,Hyper equipped,2.0,No,15.0,No,1.0,No,1.0,,,,,
335,9522836,APARTMENT,PENTHOUSE,395000.0,9100,Just renovated,USA installed,3.0,No,16.0,No,3.0,,,,,,,
336,9672936,APARTMENT,PENTHOUSE,450000.0,1200,Good,Installed,3.0,,,No,,,,,,,,
337,9631810,APARTMENT,PENTHOUSE,499000.0,8670,To be done up,Installed,2.0,,,No,,No,,Yes,South East,,Yes,
338,9643961,APARTMENT,PENTHOUSE,595000.0,8430,As new,Installed,2.0,No,32.0,No,2.0,No,,,,,,
339,9590219,APARTMENT,PENTHOUSE,655000.0,2018,Good,Installed,4.0,No,100.0,No,1.0,,1.0,,,,,
340,9683328,APARTMENT,PENTHOUSE,689000.0,8670,Good,Installed,2.0,Yes,,No,2.0,No,,,,,,
341,9532687,APARTMENT,PENTHOUSE,895000.0,2000,As new,Installed,3.0,No,25.0,No,3.0,,,,,,,
342,9685281,APARTMENT,PENTHOUSE,959000.0,3000,As new,Hyper equipped,4.0,,,No,,,,,,,Yes,
343,9643311,APARTMENT,PENTHOUSE,1300000.0,5100,As new,USA hyper equipped,3.0,No,159.0,No,3.0,No,,,,,,
344,9665961,APARTMENT,PENTHOUSE,1395000.0,1040,As new,USA semi equipped,3.0,No,40.0,No,3.0,No,,,,,,
345,9665962,APARTMENT,PENTHOUSE,1395000.0,1050,As new,USA semi equipped,3.0,No,40.0,No,3.0,No,,,,,,
346,9660753,APARTMENT,PENTHOUSE,2195000.0,1180,As new,Hyper equipped,3.0,,34.0,No,4.0,,,,,,,
347,9536060,APARTMENT,PENTHOUSE,3500000.0,1000,As new,USA hyper equipped,3.0,No,36.0,No,4.0,Yes,,,,,,
349,8943409,APARTMENT,PENTHOUSE,1290000.0,1000,As new,USA hyper equipped,3.0,No,,No,3.0,No,,,,,Yes,
350,9708550,APARTMENT,PENTHOUSE,430000.0,1000,,,,,,No,,,,,,,,
352,9712303,APARTMENT,PENTHOUSE,628000.0,9140,Good,Installed,2.0,No,14.0,No,2.0,No,,,,,,
353,9727001,APARTMENT,PENTHOUSE,280000.0,3360,As new,Installed,2.0,No,21.0,No,2.0,No,,,,,,
354,9727000,APARTMENT,PENTHOUSE,280000.0,3360,As new,Installed,2.0,No,21.0,No,2.0,No,,,,,,
355,9051144,APARTMENT,PENTHOUSE,430000.0,3360,As new,Installed,3.0,No,33.0,No,3.0,No,,,,,,
356,9728074,APARTMENT,PENTHOUSE,367709.0,9820,,,2.0,No,38.0,No,,,,,,,,
357,9658729,APARTMENT,PENTHOUSE,379000.0,2800,As new,Hyper equipped,3.0,No,12.0,No,,No,,,,,,
358,9650773,APARTMENT,PENTHOUSE,895000.0,1000,As new,USA hyper equipped,4.0,,6.0,No,,No,,,,,,
359,9594161,APARTMENT,PENTHOUSE,1350000.0,2970,As new,Hyper equipped,3.0,No,36.0,No,,No,,,,,,
360,9704338,APARTMENT,PENTHOUSE,2470000.0,8300,Good,Installed,2.0,,90.0,No,,No,,,,,,
361,9547030,APARTMENT,PENTHOUSE,307500.0,4140,As new,,2.0,,10.0,No,2.0,,,,,,,
362,9701275,APARTMENT,PENTHOUSE,355000.0,7800,,Installed,3.0,No,55.0,No,,,,,,,,
363,9648935,APARTMENT,PENTHOUSE,508780.0,8610,As new,Hyper equipped,2.0,No,122.0,No,,No,,,,,,
364,9560387,APARTMENT,PENTHOUSE,819900.0,8300,,USA hyper equipped,3.0,,7.0,No,2.0,,,,,,,
365,9469212,APARTMENT,PENTHOUSE,2250000.0,1150,As new,USA hyper equipped,3.0,No,72.0,No,2.0,No,,,,,,
366,6981865,APARTMENT,PENTHOUSE,225000.0,3500,,,,,,No,,,,,,,,
367,9636876,APARTMENT,PENTHOUSE,245350.0,2100,,,,,,No,,,,,,,,
368,8669581,APARTMENT,PENTHOUSE,250400.0,1830,,,,,,No,,,,,,,,
369,9705877,APARTMENT,PENTHOUSE,2500000.0,2018,As new,Hyper equipped,3.0,,10.0,No,,,,,,,,
370,9729739,APARTMENT,PENTHOUSE,390000.0,1070,Good,Installed,3.0,No,40.0,No,2.0,No,,,,,,
371,9609494,APARTMENT,PENTHOUSE,210000.0,1180,Good,Installed,1.0,No,,No,,No,,,,,Yes,
372,9655717,APARTMENT,PENTHOUSE,265000.0,1200,,USA installed,1.0,No,7.0,No,,,,,,,,
374,9593431,APARTMENT,PENTHOUSE,690000.0,1560,Good,Installed,2.0,No,60.0,No,,,,,,,,
375,9583546,APARTMENT,PENTHOUSE,895000.0,8620,Good,Installed,2.0,No,,No,2.0,No,,,,,,
376,9581939,APARTMENT,PENTHOUSE,1100000.0,1180,Good,Hyper equipped,4.0,No,45.0,No,3.0,Yes,,,,,,
377,9726223,APARTMENT,PENTHOUSE,445000.0,2390,As new,Hyper equipped,3.0,,20.0,No,4.0,,,,,,,
378,9724708,APARTMENT,PENTHOUSE,299000.0,3000,To be done up,Installed,2.0,No,,No,2.0,No,,,,,Yes,
379,9475938,APARTMENT,PENTHOUSE,197000.0,4420,As new,Installed,2.0,No,9.0,No,3.0,No,,,,,,
380,9613087,APARTMENT,PENTHOUSE,375000.0,8610,As new,USA hyper equipped,2.0,,45.0,No,3.0,,,,,,,
381,8386621,APARTMENT,PENTHOUSE,385000.0,8670,As new,USA hyper equipped,3.0,No,,No,3.0,No,,,,,,
382,9351296,APARTMENT,PENTHOUSE,412300.0,4000,As new,Not installed,2.0,No,59.0,No,4.0,No,,,,,,
383,9351295,APARTMENT,PENTHOUSE,412300.0,4432,As new,Not installed,2.0,No,59.0,No,4.0,No,,,,,,
385,9481453,APARTMENT,PENTHOUSE,750000.0,2000,As new,Hyper equipped,3.0,,62.0,No,,,,,,,,
386,9658102,APARTMENT,PENTHOUSE,275000.0,9990,Good,,2.0,No,,No,2.0,No,,,,,Yes,
387,9520234,APARTMENT,PENTHOUSE,1950000.0,2000,As new,Hyper equipped,2.0,,72.0,No,,No,,,,,,
388,9523146,APARTMENT,PENTHOUSE,449000.0,1200,,Hyper equipped,2.0,No,66.0,No,,,,,,,,
389,9169018,APARTMENT,PENTHOUSE,1260000.0,1000,,USA hyper equipped,2.0,,45.0,No,2.0,,,,,,,
390,9470364,APARTMENT,PENTHOUSE,1850000.0,1180,As new,Hyper equipped,4.0,No,50.0,No,4.0,No,,,,,,
391,9706043,APARTMENT,PENTHOUSE,310500.0,9070,As new,USA installed,1.0,,57.0,No,,,,,,,,
392,9669712,APARTMENT,PENTHOUSE,335000.0,9100,,Hyper equipped,3.0,,12.0,No,,No,,Yes,South,,,
393,9657786,APARTMENT,PENTHOUSE,399000.0,3500,As new,USA semi equipped,2.0,,,No,2.0,,,,,,Yes,
394,9325783,APARTMENT,PENTHOUSE,690000.0,7050,Good,USA hyper equipped,3.0,No,175.0,No,4.0,,1.0,,,,,
396,9666565,APARTMENT,PENTHOUSE,795000.0,9000,As new,,1.0,,,No,,No,,,,,Yes,
397,9620359,APARTMENT,PENTHOUSE,2300000.0,2000,Good,USA hyper equipped,3.0,,,No,,No,,,,,Yes,
398,9729455,APARTMENT,PENTHOUSE,274500.0,2018,,,,,,No,,,,,,,,
399,9639213,APARTMENT,PENTHOUSE,310500.0,9070,As new,USA installed,1.0,,57.0,No,,,,,,,,
400,9687352,APARTMENT,PENTHOUSE,1600000.0,1000,,,2.0,,36.0,No,,,,,,,,
401,9715420,APARTMENT,PENTHOUSE,395000.0,9040,,Hyper equipped,3.0,,32.0,No,4.0,,,,,700.0,,
402,9726399,APARTMENT,PENTHOUSE,244800.0,9570,,,,,,No,,,,,,,,
403,9683691,APARTMENT,PENTHOUSE,195000.0,1180,To be done up,Semi equipped,1.0,No,,No,2.0,No,,,,,,
404,9374935,APARTMENT,PENTHOUSE,275000.0,1020,Good,Installed,2.0,No,,No,1.0,No,,,,,,
405,9572626,APARTMENT,PENTHOUSE,305000.0,1000,As new,USA hyper equipped,1.0,,,No,,No,,,,,,
407,9411958,APARTMENT,PENTHOUSE,575000.0,1000,As new,USA hyper equipped,3.0,No,87.0,No,3.0,No,,,,,,
408,9625535,APARTMENT,PENTHOUSE,585000.0,9140,Good,Installed,2.0,No,21.0,No,2.0,No,,,,,,
409,9261449,APARTMENT,PENTHOUSE,650000.0,8400,As new,Installed,3.0,No,100.0,No,3.0,No,,,South West,100.0,,
410,9719878,APARTMENT,PENTHOUSE,259000.0,1070,Good,Hyper equipped,4.0,No,25.0,No,3.0,No,,,,,,
412,9509550,APARTMENT,PENTHOUSE,349000.0,4800,As new,Installed,3.0,,34.0,No,3.0,,,,,,,
413,9662136,APARTMENT,PENTHOUSE,495000.0,8450,As new,Hyper equipped,3.0,No,,No,,,,Yes,South West,,,
414,9375896,APARTMENT,PENTHOUSE,1990000.0,1180,As new,USA hyper equipped,3.0,No,175.0,No,4.0,No,,,,,,
415,9722522,APARTMENT,PENTHOUSE,210000.0,9800,,,,,,No,,,,,,,,
416,9550262,APARTMENT,PENTHOUSE,220000.0,1190,To be done up,,1.0,No,60.0,No,,,,,,,,
417,9608862,APARTMENT,PENTHOUSE,295000.0,4845,Just renovated,Installed,3.0,,40.0,No,3.0,,,,,,,
418,9484883,APARTMENT,PENTHOUSE,565000.0,2800,As new,Hyper equipped,3.0,No,26.0,No,,No,,,,,,
419,9461455,APARTMENT,PENTHOUSE,590000.0,2018,As new,USA hyper equipped,2.0,,58.0,No,3.0,,,,,,,
420,9630292,APARTMENT,PENTHOUSE,950000.0,9100,As new,Hyper equipped,3.0,No,,No,3.0,,,,,,Yes,
421,9683987,APARTMENT,PENTHOUSE,990000.0,2000,Good,USA hyper equipped,3.0,,17.0,No,,No,,,,,,
422,9695940,APARTMENT,PENTHOUSE,995000.0,9600,As new,,4.0,No,290.0,No,2.0,No,,,,,,
423,9683491,APARTMENT,PENTHOUSE,1295000.0,2000,Good,USA hyper equipped,2.0,,30.0,No,,,,,,,,
424,9284580,APARTMENT,PENTHOUSE,330000.0,8570,,Installed,2.0,No,52.0,No,,,,,,,,
425,9595839,APARTMENT,PENTHOUSE,410000.0,8490,,Installed,2.0,No,32.0,No,3.0,,,,,,,
426,9716680,APARTMENT,PENTHOUSE,565000.0,9300,,Installed,3.0,No,101.0,No,3.0,,,,,,,
428,9715421,APARTMENT,PENTHOUSE,349000.0,9040,,,3.0,,32.0,No,4.0,,,,,700.0,,
429,9701600,APARTMENT,PENTHOUSE,399000.0,1020,,Installed,2.0,No,90.0,No,2.0,,,,,,,
430,9621056,APARTMENT,PENTHOUSE,495000.0,3580,As new,Installed,3.0,No,38.0,No,2.0,No,,Yes,South East,,,
431,9123276,APARTMENT,PENTHOUSE,599000.0,2000,As new,,2.0,Yes,25.0,No,,No,,,,,,
432,8593166,APARTMENT,PENTHOUSE,675000.0,2018,Good,USA installed,3.0,,,No,2.0,,,,,,Yes,
433,9491548,APARTMENT,PENTHOUSE,950000.0,2000,As new,Hyper equipped,3.0,No,25.0,No,2.0,No,,,,,,
434,9623687,APARTMENT,PENTHOUSE,1095000.0,8300,Good,Installed,3.0,No,20.0,No,3.0,No,,Yes,South West,,,
435,9723623,APARTMENT,PENTHOUSE,625000.0,1800,,USA hyper equipped,2.0,No,80.0,No,,,,,,,,
436,9727364,APARTMENT,PENTHOUSE,1050000.0,2000,,Hyper equipped,3.0,Yes,74.0,No,2.0,No,,,,,,
437,9526510,APARTMENT,PENTHOUSE,477000.0,1435,As new,Hyper equipped,3.0,No,28.0,No,,No,,,,,,
438,9289901,APARTMENT,PENTHOUSE,550000.0,8500,,Installed,2.0,No,55.0,No,2.0,,,,,,,
439,9614802,APARTMENT,PENTHOUSE,1350000.0,1180,As new,USA hyper equipped,3.0,No,37.0,No,,No,,,,,,
440,9715217,APARTMENT,PENTHOUSE,249000.0,9000,,,,,,No,,,,,,,,
441,9715483,APARTMENT,PENTHOUSE,257000.0,2800,,,,,,No,,,,,,,,
442,9715210,APARTMENT,PENTHOUSE,447500.0,9000,,,,,,No,,,,,,,,
443,9713190,APARTMENT,PENTHOUSE,389000.0,2000,,,,,,No,,,,,,,,
444,9437032,APARTMENT,PENTHOUSE,290000.0,8434,Good,,,Yes,,No,2.0,,,,,,Yes,
445,7877569,APARTMENT,PENTHOUSE,352500.0,5580,As new,Installed,3.0,No,33.0,No,,No,,,,,,
448,9498631,APARTMENT,PENTHOUSE,749000.0,2000,As new,Installed,3.0,No,,No,,,,,,,Yes,
449,9469076,APARTMENT,PENTHOUSE,1195000.0,2000,As new,USA hyper equipped,3.0,,127.0,No,2.0,No,,,,,,
450,9670000,APARTMENT,PENTHOUSE,2470000.0,8300,As new,,2.0,No,,No,2.0,No,,,,,Yes,
451,9722494,APARTMENT,PENTHOUSE,670000.0,9800,,Hyper equipped,3.0,No,69.0,No,2.0,No,,,,,,
452,9729301,APARTMENT,PENTHOUSE,850000.0,9000,As new,,2.0,,40.0,No,,No,,,,,,
453,9710912,APARTMENT,PENTHOUSE,31800.0,1070,,,,,,No,,,,,,,,
454,9711058,APARTMENT,PENTHOUSE,448000.0,9000,,,,,,No,,,,,,,,
455,9336962,APARTMENT,PENTHOUSE,369500.0,8790,Good,Installed,3.0,No,40.0,No,4.0,No,,,,,,
456,9270683,APARTMENT,PENTHOUSE,169000.0,8660,As new,,1.0,,,No,,,,Yes,South,,Yes,
457,8991263,APARTMENT,PENTHOUSE,301000.0,4100,,Installed,2.0,No,20.0,No,,,,,,,,
458,8991262,APARTMENT,PENTHOUSE,360000.0,4100,,Installed,3.0,No,19.0,No,,,,,,,,
459,9548501,APARTMENT,PENTHOUSE,395000.0,8434,Good,Installed,2.0,Yes,80.0,No,,No,,,,,,
460,9641162,APARTMENT,PENTHOUSE,470000.0,1050,As new,Hyper equipped,2.0,,4.0,No,,,,,,,,
461,9320439,APARTMENT,PENTHOUSE,490000.0,1348,As new,USA hyper equipped,1.0,No,35.0,No,2.0,No,,,,,,
463,9688249,APARTMENT,PENTHOUSE,950000.0,8000,As new,Hyper equipped,3.0,No,10.0,No,,No,,,,,,
464,9624404,APARTMENT,PENTHOUSE,1100000.0,2930,Good,Hyper equipped,3.0,No,45.0,No,,No,,,,,,
465,9713349,APARTMENT,PENTHOUSE,495000.0,9000,As new,Hyper equipped,3.0,No,12.0,No,4.0,,,,,,,
466,9713350,APARTMENT,PENTHOUSE,549000.0,9000,As new,Hyper equipped,2.0,No,44.0,No,4.0,,,,,,,
467,9126486,APARTMENT,PENTHOUSE,317823.0,7050,,Installed,2.0,No,23.0,No,2.0,No,,,,,,
468,9549756,APARTMENT,PENTHOUSE,325000.0,9940,,Installed,2.0,No,32.0,No,3.0,,,,,,,
469,9687189,APARTMENT,PENTHOUSE,374000.0,1770,,Installed,2.0,No,31.0,No,,,,,,,,
470,9691183,APARTMENT,PENTHOUSE,249000.0,2018,To renovate,,2.0,No,15.0,No,,No,,,,,,
471,9030758,APARTMENT,PENTHOUSE,1200000.0,2000,,,3.0,No,60.0,No,2.0,,,,,,,
472,9028057,APARTMENT,PENTHOUSE,1200000.0,2000,,,3.0,No,60.0,No,2.0,,,,,,,
473,8342191,APARTMENT,PENTHOUSE,1990000.0,1180,,Hyper equipped,3.0,No,170.0,No,4.0,,,,,,,
474,9420899,APARTMENT,PENTHOUSE,4500000.0,8300,As new,USA hyper equipped,3.0,No,,No,3.0,No,,,,,Yes,
475,9700765,APARTMENT,PENTHOUSE,140000.0,7000,,,,,,No,,,,,,,,
476,9473082,APARTMENT,PENTHOUSE,141000.0,1480,,,,,,No,,,,,,,,
477,8237901,APARTMENT,PENTHOUSE,149000.0,8530,,,,,,No,,,,,,,,
478,9239095,APARTMENT,PENTHOUSE,154000.0,1480,,,,,,No,,,,,,,,
479,9577036,APARTMENT,PENTHOUSE,157000.0,7060,,,,,,No,,,,,,,,
480,9577035,APARTMENT,PENTHOUSE,158000.0,7060,,,,,,No,,,,,,,,
481,9526371,APARTMENT,PENTHOUSE,158000.0,7850,,,,,,No,,,,,,,,
482,9702824,APARTMENT,PENTHOUSE,158035.0,7000,,,,,,No,,,,,,,,
483,7727974,APARTMENT,PENTHOUSE,160000.0,9620,,,,,,No,,,,,,,,
484,8496650,APARTMENT,PENTHOUSE,161220.0,8792,,,,,,No,,,,,,,,
485,9698755,APARTMENT,PENTHOUSE,165000.0,6000,,,,,,No,,,,,,,,
486,9286737,APARTMENT,PENTHOUSE,165000.0,9600,,,,,,No,,,,,,,,
487,9633324,APARTMENT,PENTHOUSE,169000.0,4100,,,,,,No,,,,,,,,
488,9473081,APARTMENT,PENTHOUSE,170000.0,1480,,,,,,No,,,,,,,,
489,8804190,APARTMENT,PENTHOUSE,170000.0,6900,,,,,,No,,,,,,,,
490,9465937,APARTMENT,PENTHOUSE,170000.0,7910,,,,,,No,,,,,,,,
491,9704691,APARTMENT,PENTHOUSE,177000.0,4020,,,,,,No,,,,,,,,
492,6770722,APARTMENT,PENTHOUSE,179250.0,8800,,,,,,No,,,,,,,,
493,9129654,APARTMENT,PENTHOUSE,179900.0,7950,,,,,,No,,,,,,,,
494,9584236,APARTMENT,PENTHOUSE,180000.0,1490,,,,,,No,,,,,,,,
495,9587561,APARTMENT,PENTHOUSE,188000.0,1435,,,,,,No,,,,,,,,
496,9575231,APARTMENT,PENTHOUSE,188706.0,8800,,,,,,No,,,,,,,,
497,9570396,APARTMENT,PENTHOUSE,188706.0,8800,,,,,,No,,,,,,,,
498,8804214,APARTMENT,PENTHOUSE,188900.0,6900,,,,,,No,,,,,,,,
499,8597753,APARTMENT,PENTHOUSE,189000.0,1160,,,,,,No,,,,,,,,
500,9523132,APARTMENT,PENTHOUSE,190000.0,4670,,,,,,No,,,,,,,,
501,8804242,APARTMENT,PENTHOUSE,195000.0,6900,,,,,,No,,,,,,,,
502,9598890,APARTMENT,PENTHOUSE,205000.0,1050,,,,,,No,,,,,,,,
503,9589028,APARTMENT,PENTHOUSE,205000.0,8210,,,,,,No,,,,,,,,
504,9657053,APARTMENT,PENTHOUSE,206500.0,8460,,,,,,No,,,,,,,,
505,9296698,APARTMENT,PENTHOUSE,208000.0,9900,,,,,,No,,,,,,,,
506,8493879,APARTMENT,PENTHOUSE,212000.0,9800,,,,,,No,,,,,,,,
507,9253065,APARTMENT,PENTHOUSE,212000.0,9800,,,,,,No,,,,,,,,
